Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,268546,-,-,-,36.45,-114.74,-8,680,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Surface Albedo,Wind Direction,Wind Speed
2021,1,11,18,30,5.800000000000001,0,0,0,0.28,179,1.5
2021,1,11,19,30,5.1000000000000005,0,0,0,0.28,350,1.5
2021,1,11,20,30,4.7,0,0,0,0.28,351,1.5
2021,1,11,21,30,4,0,0,0,0.28,178,1.7000000000000002
2021,1,11,22,30,2.8000000000000003,0,0,0,0.28,5,1.8
2021,1,11,23,30,1.8,0,0,0,0.28,14,1.7000000000000002
2021,1,12,0,30,1,0,0,0,0.28,16,1.7000000000000002
2021,1,12,1,30,0.6000000000000001,0,0,0,0.28,184,1.7000000000000002
2021,1,12,2,30,0.5,0,0,0,0.28,355,1.8
2021,1,12,3,30,0.6000000000000001,0,0,0,0.28,180,1.8
2021,1,12,4,30,0.6000000000000001,0,0,0,0.28,6,1.7000000000000002
2021,1,12,5,30,0.6000000000000001,0,0,0,0.28,9,1.6
2021,1,12,6,30,1.7000000000000002,0,0,0,0.28,9,1.5
2021,1,12,7,30,4.5,56,64,63,0.28,6,2.1
2021,1,12,8,30,7.300000000000001,65,721,260,0.28,10,2.6
2021,1,12,9,30,9.700000000000001,86,819,414,0.28,22,2.3000000000000003
2021,1,12,10,30,12,100,846,513,0.28,32,1.8
2021,1,12,11,30,13.8,69,972,583,0.28,30,1.4000000000000001
2021,1,12,12,30,14.9,165,650,502,0.28,18,1.4000000000000001
2021,1,12,13,30,15.3,179,509,412,0.28,30,1.3
2021,1,12,14,30,14.3,147,167,206,0.28,57,0.9
2021,1,12,15,30,12.4,102,50,112,0.28,84,0.5
2021,1,12,16,30,10.700000000000001,15,1,15,0.28,217,0.5
2021,1,12,17,30,9.4,0,0,0,0.28,332,0.9
2021,1,12,18,30,8.5,0,0,0,0.28,336,1.1
2021,1,12,19,30,8.200000000000001,0,0,0,0.28,337,1
2021,1,12,20,30,7.7,0,0,0,0.28,333,0.9
2021,1,12,21,30,6.7,0,0,0,0.28,331,1.1
2021,1,12,22,30,5.5,0,0,0,0.28,334,1.4000000000000001
2021,1,12,23,30,4.5,0,0,0,0.28,336,1.5
2021,1,13,0,30,3.9000000000000004,0,0,0,0.28,338,1.5
2021,1,13,1,30,3.5,0,0,0,0.28,337,1.5
2021,1,13,2,30,3.4000000000000004,0,0,0,0.28,337,1.5
2021,1,13,3,30,3.4000000000000004,0,0,0,0.28,336,1.5
2021,1,13,4,30,3.4000000000000004,0,0,0,0.28,335,1.5
2021,1,13,5,30,3.5,0,0,0,0.28,334,1.5
2021,1,13,6,30,4.5,0,0,0,0.28,334,1.3
2021,1,13,7,30,7.300000000000001,51,13,52,0.28,334,1.7000000000000002
2021,1,13,8,30,10.5,133,203,188,0.28,338,2.2
2021,1,13,9,30,13,130,574,361,0.28,346,2.2
